,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,Point_o,origin_x,origin_y,Point_d,destination_x,destination_y
327,46485649,46441487,2020-10-29 14:50:54,,0 days 02:24:27.000000000,2020-10-29 17:15:21,,8667,327,POINT (4.9432391 52.3935767),4.9432391,52.3935767,POINT (4.8721773 52.3833107),4.8721773,52.3833107
339,46295051,2300201493,2020-10-29 14:50:57,,0 days 02:07:33.000000000,2020-10-29 16:58:30,,7653,339,POINT (4.7939733 52.3507681),4.7939733,52.3507681,POINT (4.8787636 52.3777983),4.8787636,52.3777983
14,46405594,46429065,2020-10-29 14:50:59,,0 days 00:44:44.000000000,2020-10-29 15:35:43,,2684,14,POINT (4.8612475 52.3756588),4.8612475,52.3756588,POINT (4.8910133 52.3805411),4.8910133,52.3805411
212,4402598902,46373209,2020-10-29 14:51:00,,0 days 00:54:41.000000000,2020-10-29 15:45:41,,3281,212,POINT (4.8648906 52.3518115),4.8648906,52.3518115,POINT (4.8823589 52.3689188),4.8823589,52.3689188
63,481290957,46380960,2020-10-29 14:51:01,,0 days 01:06:50.000000000,2020-10-29 15:57:51,,4010,63,POINT (4.8535819 52.3923457),4.8535819,52.3923457,POINT (4.8306931 52.3703451),4.8306931,52.3703451
593,46433518,2309504937,2020-10-29 14:51:03,,0 days 00:30:54.000000000,2020-10-29 15:21:57,,1854,593,POINT (4.8710841 52.3815305),4.8710841,52.3815305,POINT (4.8721303 52.3671718),4.8721303,52.3671718
350,1493073701,46286504,2020-10-29 14:51:05,,0 days 02:09:48.000000000,2020-10-29 17:00:53,,7788,350,POINT (4.7996194 52.3792393),4.7996194,52.3792393,POINT (4.8710522 52.3488239),4.8710522,52.3488239
553,46428319,46381685,2020-10-29 14:51:05,,0 days 01:18:08.000000000,2020-10-29 16:09:13,,4688,553,POINT (4.8254265 52.3803344),4.8254265,52.3803344,POINT (4.8772707 52.370599),4.8772707,52.370599
542,1831046514,2300172811,2020-10-29 14:51:12,,0 days 01:16:19.000000000,2020-10-29 16:07:31,,4579,542,POINT (4.9118681 52.3545252),4.9118681,52.3545252,POINT (4.8763797 52.3739975),4.8763797,52.3739975
519,46440220,46341500,2020-10-29 14:51:13,,0 days 01:57:15.000000000,2020-10-29 16:48:28,,7035,519,POINT (4.8260274 52.382929),4.8260274,52.382929,POINT (4.9027066 52.3613777),4.9027066,52.3613777
530,46406245,305789978,2020-10-29 14:51:20,,0 days 01:21:09.000000000,2020-10-29 16:12:29,,4869,530,POINT (4.8844478 52.3758034),4.8844478,52.3758034,POINT (4.8616789 52.3457484),4.8616789,52.3457484
507,46437510,451707293,2020-10-29 14:51:25,,0 days 01:38:30.000000000,2020-10-29 16:29:55,,5910,507,POINT (4.798452 52.3823373),4.798452,52.3823373,POINT (4.8698816 52.3686708),4.8698816,52.3686708
719,46329412,46402592,2020-10-29 14:51:29,,0 days 00:45:21.000000000,2020-10-29 15:36:50,,2721,719,POINT (4.8773741 52.35865),4.8773741,52.35865,POINT (4.8616563 52.3750596),4.8616563,52.3750596
401,46376975,46358999,2020-10-29 14:51:30,,0 days 01:54:47.000000000,2020-10-29 16:46:17,,6887,401,POINT (4.9030652 52.3696753),4.9030652,52.3696753,POINT (4.8530401 52.3656687),4.8530401,52.3656687
395,46376585,1587126027,2020-10-29 14:51:42,,0 days 00:18:34.000000000,2020-10-29 15:10:16,,1114,395,POINT (4.866564 52.3695702),4.866564,52.3695702,POINT (4.8751359 52.374151),4.8751359,52.374151
489,6323357024,46368467,2020-10-29 14:51:49,,0 days 01:09:28.000000000,2020-10-29 16:01:17,,4168,489,POINT (4.8370069 52.3551355),4.8370069,52.3551355,POINT (4.8791425 52.3678987),4.8791425,52.3678987
392,46326847,1978350904,2020-10-29 14:51:55,,0 days 00:55:06.000000000,2020-10-29 15:47:01,,3306,392,POINT (4.9099572 52.3580987),4.9099572,52.3580987,POINT (4.8702772 52.3559031),4.8702772,52.3559031
930,2482775450,46393888,2020-10-29 14:51:57,,0 days 00:58:40.000000000,2020-10-29 15:50:37,,3520,930,POINT (4.8377913 52.3683844),4.8377913,52.3683844,POINT (4.8827292 52.373195),4.8827292,52.373195
714,2300790711,29529317,2020-10-29 14:51:59,,0 days 01:26:07.000000000,2020-10-29 16:18:06,,5167,714,POINT (4.8789709 52.3783635),4.8789709,52.3783635,POINT (4.9322833 52.3661088),4.9322833,52.3661088
601,46387895,46360195,2020-10-29 14:52:02,,0 days 01:43:28.000000000,2020-10-29 16:35:30,,6208,601,POINT (4.7754214 52.3719323),4.7754214,52.3719323,POINT (4.8429062 52.3659057),4.8429062,52.3659057
881,46401870,46406336,2020-10-29 14:52:12,,0 days 00:15:59.000000000,2020-10-29 15:08:11,,959,881,POINT (4.8789527 52.3748703),4.8789527,52.3748703,POINT (4.8674032 52.3761604),4.8674032,52.3761604
518,2774989829,3649050877,2020-10-29 14:52:13,,0 days 00:39:59.000000000,2020-10-29 15:32:12,,2399,518,POINT (4.8784629 52.3784827),4.8784629,52.3784827,POINT (4.9048507 52.3782334),4.9048507,52.3782334
276,413562329,798909747,2020-10-29 14:52:17,,0 days 02:32:44.000000000,2020-10-29 17:25:01,,9164,276,POINT (4.7589916 52.3838134),4.7589916,52.3838134,POINT (4.8765532 52.3724455),4.8765532,52.3724455
300,30225690,46325421,2020-10-29 14:52:20,,0 days 01:31:02.000000000,2020-10-29 16:23:22,,5462,300,POINT (4.8874942 52.3880777),4.8874942,52.3880777,POINT (4.8552758 52.3577991),4.8552758,52.3577991
592,6933088593,46375508,2020-10-29 14:52:20,,0 days 00:24:05.000000000,2020-10-29 15:16:25,,1445,592,POINT (4.8784745 52.3581278),4.8784745,52.3581278,POINT (4.8726773 52.3693686),4.8726773,52.3693686
256,46385606,46343435,2020-10-29 14:52:20,,0 days 01:42:33.000000000,2020-10-29 16:34:53,,6153,256,POINT (4.859866 52.3714651),4.859866,52.3714651,POINT (4.9305525 52.3618349),4.9305525,52.3618349
283,46290934,46450028,2020-10-29 14:52:22,,0 days 01:24:27.000000000,2020-10-29 16:16:49,,5067,283,POINT (4.885813 52.3498421),4.885813,52.3498421,POINT (4.8631674 52.3852259),4.8631674,52.3852259
789,46358083,46357493,2020-10-29 14:52:23,,0 days 00:11:43.000000000,2020-10-29 15:04:06,,703,789,POINT (4.8702096 52.3654345),4.8702096,52.3654345,POINT (4.8752266 52.3653035),4.8752266,52.3653035
748,46444282,46329592,2020-10-29 14:52:26,,0 days 01:25:14.000000000,2020-10-29 16:17:40,,5114,748,POINT (4.8360883 52.3838469),4.8360883,52.3838469,POINT (4.8753466 52.3588206),4.8753466,52.3588206
398,46371949,46415149,2020-10-29 14:52:38,,0 days 01:06:30.000000000,2020-10-29 15:59:08,,3990,398,POINT (4.8314727 52.3685271),4.8314727,52.3685271,POINT (4.8793135 52.3776751),4.8793135,52.3776751
62,2300133206,46345421,2020-10-29 14:52:47,,0 days 01:27:36.000000000,2020-10-29 16:20:23,,5256,62,POINT (4.8739737 52.3648367),4.8739737,52.3648367,POINT (4.9317962 52.3622761),4.9317962,52.3622761
527,46355361,2306442651,2020-10-29 14:52:49,,0 days 00:40:15.000000000,2020-10-29 15:33:04,,2415,527,POINT (4.8404548 52.3646031),4.8404548,52.3646031,POINT (4.8629512 52.3752152),4.8629512,52.3752152
189,1595259786,2020614213,2020-10-29 14:52:52,,0 days 01:54:53.000000000,2020-10-29 16:47:45,,6893,189,POINT (4.9407171 52.3617121),4.9407171,52.3617121,POINT (4.8775365 52.378302),4.8775365,52.378302
32,2020569034,46381769,2020-10-29 14:52:52,,0 days 00:44:57.000000000,2020-10-29 15:37:49,,2697,32,POINT (4.889659 52.3731541),4.889659,52.3731541,POINT (4.8570487 52.3706051),4.8570487,52.3706051
665,1341149060,4924402828,2020-10-29 14:53:03,,0 days 00:29:19.000000000,2020-10-29 15:22:22,,1759,665,POINT (4.8727876 52.3744942),4.8727876,52.3744942,POINT (4.8802682 52.3628975),4.8802682,52.3628975
696,6893751370,2772719483,2020-10-29 14:53:03,,0 days 02:43:43.000000000,2020-10-29 17:36:46,,9823,696,POINT (4.9153529 52.4090363),4.9153529,52.4090363,POINT (4.8712084 52.3724692),4.8712084,52.3724692
203,46419555,46413155,2020-10-29 14:53:09,,0 days 00:45:18.000000000,2020-10-29 15:38:27,,2718,203,POINT (4.8259928 52.3785464),4.8259928,52.3785464,POINT (4.8588382 52.3772459),4.8588382,52.3772459
769,46364922,330201788,2020-10-29 14:53:16,,0 days 00:42:09.000000000,2020-10-29 15:35:25,,2529,769,POINT (4.8349843 52.3670548),4.8349843,52.3670548,POINT (4.8637014 52.3678895),4.8637014,52.3678895
124,1367844148,46440059,2020-10-29 14:53:17,,0 days 02:23:04.000000000,2020-10-29 17:16:21,,8584,124,POINT (4.9175557 52.3578362),4.9175557,52.3578362,POINT (4.8237326 52.3829015),4.8237326,52.3829015
289,46294022,2311089897,2020-10-29 14:53:20,,0 days 00:52:17.000000000,2020-10-29 15:45:37,,3137,289,POINT (4.8694817 52.3506429),4.8694817,52.3506429,POINT (4.8630367 52.3642628),4.8630367,52.3642628
104,46388344,46293268,2020-10-29 14:53:21,,0 days 01:33:24.000000000,2020-10-29 16:26:45,,5604,104,POINT (4.9004503 52.3720772),4.9004503,52.3720772,POINT (4.8735026 52.350411),4.8735026,52.350411
657,5828012922,46417392,2020-10-29 14:53:27,,0 days 00:14:18.000000000,2020-10-29 15:07:45,,858,657,POINT (4.8768478 52.3749155),4.8768478,52.3749155,POINT (4.8731798 52.3781547),4.8731798,52.3781547
360,46405764,46411806,2020-10-29 14:53:28,,0 days 00:22:15.000000000,2020-10-29 15:15:43,,1335,360,POINT (4.8827109 52.3757143),4.8827109,52.3757143,POINT (4.8923792 52.3769685),4.8923792,52.3769685
443,46364818,46424018,2020-10-29 14:53:33,,0 days 00:53:41.000000000,2020-10-29 15:47:14,,3221,443,POINT (4.8515686 52.3670193),4.8515686,52.3670193,POINT (4.8755208 52.3795405),4.8755208,52.3795405
921,46415641,46392273,2020-10-29 14:53:36,,0 days 00:23:35.000000000,2020-10-29 15:17:11,,1415,921,POINT (4.8856272 52.3777434),4.8856272,52.3777434,POINT (4.8697572 52.3728142),4.8697572,52.3728142
328,46360198,7191859100,2020-10-29 14:53:47,,0 days 01:25:19.000000000,2020-10-29 16:19:06,,5119,328,POINT (4.8616462 52.3660338),4.8616462,52.3660338,POINT (4.9173928 52.3580295),4.9173928,52.3580295
803,46431836,5833160437,2020-10-29 14:53:49,,0 days 01:05:28.000000000,2020-10-29 15:59:17,,3928,803,POINT (4.8367607 52.3810887),4.8367607,52.3810887,POINT (4.8786774 52.3778174),4.8786774,52.3778174
41,46425658,46360978,2020-10-29 14:53:55,,0 days 00:31:23.000000000,2020-10-29 15:25:18,,1883,41,POINT (4.8741313 52.3799265),4.8741313,52.3799265,POINT (4.877864 52.3660893),4.877864,52.3660893
382,46360195,46388899,2020-10-29 14:54:00,,0 days 00:52:41.000000000,2020-10-29 15:46:41,,3161,382,POINT (4.8429062 52.3659057),4.8429062,52.3659057,POINT (4.8809353 52.3722068),4.8809353,52.3722068
547,46298974,28265319,2020-10-29 14:54:05,,0 days 00:22:41.000000000,2020-10-29 15:16:46,,1361,547,POINT (4.8776317 52.3517458),4.8776317,52.3517458,POINT (4.882021 52.3590055),4.882021,52.3590055
238,46430099,46360831,2020-10-29 14:54:08,,0 days 00:49:38.000000000,2020-10-29 15:43:46,,2978,238,POINT (4.878973 52.3807507),4.878973,52.3807507,POINT (4.8931933 52.3660768),4.8931933,52.3660768
887,5139580898,46408680,2020-10-29 14:54:10,,0 days 00:58:21.000000000,2020-10-29 15:52:31,,3501,887,POINT (4.8805127 52.3918944),4.8805127,52.3918944,POINT (4.8610462 52.3763315),4.8610462,52.3763315
432,46409510,46478084,2020-10-29 14:54:12,,0 days 01:47:36.000000000,2020-10-29 16:41:48,,6456,432,POINT (4.8220658 52.376423),4.8220658,52.376423,POINT (4.8717131 52.3918239),4.8717131,52.3918239
938,46420717,46356515,2020-10-29 14:54:14,,0 days 00:59:46.000000000,2020-10-29 15:54:00,,3586,938,POINT (4.849459 52.3787917),4.849459,52.3787917,POINT (4.8658884 52.3649523),4.8658884,52.3649523
425,1332084350,3307637392,2020-10-29 14:54:21,,0 days 00:20:06.000000000,2020-10-29 15:14:27,,1206,425,POINT (4.8588815 52.3714673),4.8588815,52.3714673,POINT (4.8552141 52.3642314),4.8552141,52.3642314
897,46271007,46422772,2020-10-29 14:54:24,,0 days 02:02:45.000000000,2020-10-29 16:57:09,,7365,897,POINT (4.9215172 52.3451998),4.9215172,52.3451998,POINT (4.8750916 52.379284),4.8750916,52.379284
34,46311221,46398632,2020-10-29 14:54:24,,0 days 01:25:08.000000000,2020-10-29 16:19:32,,5108,34,POINT (4.832392 52.3545203),4.832392,52.3545203,POINT (4.8815281 52.3741938),4.8815281,52.3741938
488,46468099,46479854,2020-10-29 14:54:29,,0 days 01:57:48.000000000,2020-10-29 16:52:17,,7068,488,POINT (4.9200253 52.3892989),4.9200253,52.3892989,POINT (4.8708608 52.3921533),4.8708608,52.3921533
258,46459253,46376972,2020-10-29 14:54:31,,0 days 00:54:19.000000000,2020-10-29 15:48:50,,3259,258,POINT (4.8899758 52.3872888),4.8899758,52.3872888,POINT (4.8805935 52.369657),4.8805935,52.369657
949,5420808500,46406206,2020-10-29 14:54:31,,0 days 02:43:30.000000000,2020-10-29 17:38:01,,9810,949,POINT (4.9639905 52.389645),4.9639905,52.389645,POINT (4.8781149 52.3757813),4.8781149,52.3757813
202,46332060,46400085,2020-10-29 14:54:44,,0 days 01:14:01.000000000,2020-10-29 16:08:45,,4441,202,POINT (4.8283902 52.3592043),4.8283902,52.3592043,POINT (4.8710367 52.3745148),4.8710367,52.3745148
812,5777055048,46355230,2020-10-29 14:54:46,,0 days 00:50:03.000000000,2020-10-29 15:44:49,,3003,812,POINT (4.8950264 52.379837),4.8950264,52.379837,POINT (4.896074 52.3646317),4.896074,52.3646317
137,46346752,46304169,2020-10-29 14:54:56,,0 days 00:35:31.000000000,2020-10-29 15:30:27,,2131,137,POINT (4.9072577 52.3625672),4.9072577,52.3625672,POINT (4.8870069 52.3529008),4.8870069,52.3529008
314,46360088,152788766,2020-10-29 14:54:59,,0 days 01:13:30.000000000,2020-10-29 16:08:29,,4410,314,POINT (4.8364588 52.3658528),4.8364588,52.3658528,POINT (4.8828446 52.3570444),4.8828446,52.3570444
468,46335169,5833160437,2020-10-29 14:55:02,,0 days 01:22:27.000000000,2020-10-29 16:17:29,,4947,468,POINT (4.9109888 52.3599868),4.9109888,52.3599868,POINT (4.8786774 52.3778174),4.8786774,52.3778174
570,46322751,46402233,2020-10-29 14:55:10,,0 days 01:33:45.000000000,2020-10-29 16:28:55,,5625,570,POINT (4.9258874 52.3571707),4.9258874,52.3571707,POINT (4.8727486 52.3748255),4.8727486,52.3748255
875,2308161303,1332259386,2020-10-29 14:55:14,,0 days 00:44:19.000000000,2020-10-29 15:39:33,,2659,875,POINT (4.8789533 52.3782338),4.8789533,52.3782338,POINT (4.8493296 52.3697808),4.8493296,52.3697808
991,46300827,46391315,2020-10-29 14:55:22,,0 days 00:54:49.000000000,2020-10-29 15:50:11,,3289,991,POINT (4.846026 52.3521575),4.846026,52.3521575,POINT (4.8509988 52.3725682),4.8509988,52.3725682
659,5713221226,46360268,2020-10-29 14:55:24,,0 days 00:36:09.000000000,2020-10-29 15:31:33,,2169,659,POINT (4.8945595 52.3799326),4.8945595,52.3799326,POINT (4.8805265 52.365993),4.8805265,52.365993
25,3187461411,46363315,2020-10-29 14:55:28,,0 days 00:29:15.000000000,2020-10-29 15:24:43,,1755,25,POINT (4.8968672 52.3783375),4.8968672,52.3783375,POINT (4.884677 52.3667027),4.884677,52.3667027
903,46530423,46338873,2020-10-29 14:55:37,,0 days 02:02:41.000000000,2020-10-29 16:58:18,,7361,903,POINT (4.8305009 52.4081331),4.8305009,52.4081331,POINT (4.8679193 52.3607809),4.8679193,52.3607809
781,46511358,330033173,2020-10-29 14:55:39,,0 days 03:24:54.000000000,2020-10-29 18:20:33,,12294,781,POINT (4.906624 52.4021554),4.906624,52.4021554,POINT (4.8329415 52.3586169),4.8329415,52.3586169
250,46276189,3296689787,2020-10-29 14:55:39,,0 days 01:18:03.000000000,2020-10-29 16:13:42,,4683,250,POINT (4.9219789 52.346207),4.9219789,52.346207,POINT (4.8822982 52.3617113),4.8822982,52.3617113
551,46390958,2311111652,2020-10-29 14:55:44,,0 days 00:40:22.000000000,2020-10-29 15:36:06,,2422,551,POINT (4.8479221 52.3725593),4.8479221,52.3725593,POINT (4.8739865 52.3664657),4.8739865,52.3664657
917,46330847,46294675,2020-10-29 14:55:44,,0 days 01:08:09.000000000,2020-10-29 16:03:53,,4089,917,POINT (4.8534686 52.3590071),4.8534686,52.3590071,POINT (4.8907151 52.3506549),4.8907151,52.3506549
494,4080268985,46272790,2020-10-29 14:55:46,,0 days 00:48:29.000000000,2020-10-29 15:44:15,,2909,494,POINT (4.9185717 52.3399325),4.9185717,52.3399325,POINT (4.89987 52.34553),4.89987,52.34553
220,3713766511,31240619,2020-10-29 14:55:48,,0 days 01:06:03.000000000,2020-10-29 16:01:51,,3963,220,POINT (4.8617184 52.3352575),4.8617184,52.3352575,POINT (4.8549659 52.365783),4.8549659,52.365783
38,1470873949,46319465,2020-10-29 14:55:48,,0 days 00:07:47.000000000,2020-10-29 15:03:35,,467,38,POINT (4.9165438 52.3563334),4.9165438,52.3563334,POINT (4.9143362 52.3563858),4.9143362,52.3563858
759,46408565,46396989,2020-10-29 14:55:49,,0 days 01:22:41.000000000,2020-10-29 16:18:30,,4961,759,POINT (4.9217793 52.3763065),4.9217793,52.3763065,POINT (4.8671991 52.3740514),4.8671991,52.3740514
645,46442667,46358880,2020-10-29 14:55:52,,0 days 00:53:11.000000000,2020-10-29 15:49:03,,3191,645,POINT (4.8913766 52.3833577),4.8913766,52.3833577,POINT (4.8784504 52.3656484),4.8784504,52.3656484
711,46386454,1069320427,2020-10-29 14:56:02,,0 days 00:20:05.000000000,2020-10-29 15:16:07,,1205,711,POINT (4.8813364 52.3716404),4.8813364,52.3716404,POINT (4.8845344 52.3652112),4.8845344,52.3652112
347,46431836,46401214,2020-10-29 14:56:03,,0 days 01:03:55.000000000,2020-10-29 15:59:58,,3835,347,POINT (4.8367607 52.3810887),4.8367607,52.3810887,POINT (4.8812081 52.3747078),4.8812081,52.3747078
479,46421701,46451712,2020-10-29 14:56:09,,0 days 00:48:55.000000000,2020-10-29 15:45:04,,2935,479,POINT (4.8567155 52.3790693),4.8567155,52.3790693,POINT (4.8865694 52.3856452),4.8865694,52.3856452
431,46404852,5828012925,2020-10-29 14:56:10,,0 days 01:27:28.000000000,2020-10-29 16:23:38,,5248,431,POINT (4.8164383 52.3753999),4.8164383,52.3753999,POINT (4.8784986 52.3775301),4.8784986,52.3775301
342,5667894273,2306196651,2020-10-29 14:56:14,,0 days 00:26:19.000000000,2020-10-29 15:22:33,,1579,342,POINT (4.8935497 52.3801297),4.8935497,52.3801297,POINT (4.8776303 52.3785795),4.8776303,52.3785795
274,46408253,46423823,2020-10-29 14:56:14,,0 days 01:08:52.000000000,2020-10-29 16:05:06,,4132,274,POINT (4.9217462 52.3762263),4.9217462,52.3762263,POINT (4.8817749 52.3795201),4.8817749,52.3795201
742,46407199,46336020,2020-10-29 14:56:24,,0 days 02:05:37.000000000,2020-10-29 17:02:01,,7537,742,POINT (4.821879 52.3759848),4.821879,52.3759848,POINT (4.9103189 52.3601452),4.9103189,52.3601452
13,46430673,46439089,2020-10-29 14:56:24,,0 days 00:04:54.000000000,2020-10-29 15:01:18,,294,13,POINT (4.859276 52.380913),4.859276,52.380913,POINT (4.8569933 52.3827167),4.8569933,52.3827167
329,46367433,46339631,2020-10-29 14:56:26,,0 days 00:43:07.000000000,2020-10-29 15:39:33,,2587,329,POINT (4.8643181 52.3676501),4.8643181,52.3676501,POINT (4.8886018 52.3609501),4.8886018,52.3609501
808,7208466243,46408563,2020-10-29 14:56:29,,0 days 01:54:55.000000000,2020-10-29 16:51:24,,6895,808,POINT (4.9402042 52.3477977),4.9402042,52.3477977,POINT (4.8823552 52.3762956),4.8823552,52.3762956
198,46422651,46375508,2020-10-29 14:56:29,,0 days 00:25:07.000000000,2020-10-29 15:21:36,,1507,198,POINT (4.8719643 52.3793461),4.8719643,52.3793461,POINT (4.8726773 52.3693686),4.8726773,52.3693686
648,46281567,3300515578,2020-10-29 14:56:30,,0 days 02:10:05.000000000,2020-10-29 17:06:35,,7805,648,POINT (4.9233537 52.3475186),4.9233537,52.3475186,POINT (4.8487869 52.3726799),4.8487869,52.3726799
784,46402063,2020569119,2020-10-29 14:56:31,,0 days 01:11:06.000000000,2020-10-29 16:07:37,,4266,784,POINT (4.8306647 52.3748648),4.8306647,52.3748648,POINT (4.8827968 52.3739261),4.8827968,52.3739261
377,46373209,46308487,2020-10-29 14:56:45,,0 days 00:31:24.000000000,2020-10-29 15:28:09,,1884,377,POINT (4.8823589 52.3689188),4.8823589,52.3689188,POINT (4.8864074 52.3539817),4.8864074,52.3539817
506,46402799,46395064,2020-10-29 14:56:46,,0 days 00:22:14.000000000,2020-10-29 15:19:00,,1334,506,POINT (4.8711212 52.3750495),4.8711212,52.3750495,POINT (4.8523909 52.373432),4.8523909,52.373432
736,46280290,2020614365,2020-10-29 14:56:46,,0 days 01:33:35.000000000,2020-10-29 16:30:21,,5615,736,POINT (4.8486313 52.3471234),4.8486313,52.3471234,POINT (4.8772117 52.3830495),4.8772117,52.3830495
148,663225364,2308176060,2020-10-29 14:56:51,,0 days 01:13:34.000000000,2020-10-29 16:10:25,,4414,148,POINT (4.8750419 52.3359594),4.8750419,52.3359594,POINT (4.8705674 52.371053),4.8705674,52.371053
83,46183352,46401975,2020-10-29 14:56:58,,0 days 01:38:48.000000000,2020-10-29 16:35:46,,5928,83,POINT (4.8795514 52.3259895),4.8795514,52.3259895,POINT (4.8717673 52.3749049),4.8717673,52.3749049
540,46365575,46400085,2020-10-29 14:57:10,,0 days 00:31:58.000000000,2020-10-29 15:29:08,,1918,540,POINT (4.8645536 52.3672532),4.8645536,52.3672532,POINT (4.8710367 52.3745148),4.8710367,52.3745148
776,46364851,287774408,2020-10-29 14:57:15,,0 days 01:06:01.000000000,2020-10-29 16:03:16,,3961,776,POINT (4.8284216 52.3670025),4.8284216,52.3670025,POINT (4.8751577 52.3627815),4.8751577,52.3627815
994,46409144,364147649,2020-10-29 14:57:19,,0 days 01:13:33.000000000,2020-10-29 16:10:52,,4413,994,POINT (4.8729081 52.3763872),4.8729081,52.3763872,POINT (4.9250602 52.3765362),4.9250602,52.3765362
499,46363868,2020569196,2020-10-29 14:57:21,,0 days 00:21:37.000000000,2020-10-29 15:18:58,,1297,499,POINT (4.8770358 52.3668194),4.8770358,52.3668194,POINT (4.8847463 52.3740635),4.8847463,52.3740635
